INECode,IdescatCode,Municipality,brand,province,x,y,beds,beds_by_apartment,Population,Income_Household,Income_Person,Perc_Foreing,Perc_Older65,Rental2020,Rental2019,Rental2018,Rental2017,Rental2016,Rental2015,rental_incr,Perc_TuristicHouseholds_INE,TuristicHousehold,SUP_MUNI,ORSUP_MUNI,airbnb,total_homesCat2011,DataHippo_numAirbnb_10m,perc_AirbnbOk
17183,171833,Sant Aniol de Finestres,Pirineus,Girona,459858.782754435,4659395.37332203,51.00,5.10,345.00,39453.00,14680.00,14.78,21.10,,,,,,,NA,4.65,10.00,"47,7",B,7,,8,NA
25196,251961,Sant Esteve de la Sarga,Pirineus,Lleida,314689.853262922,4665202.13050169,55.00,11.00,122.00,25573.00,13290.00,14.75,29.50,,,,,,,NA,2.72,5.00,"92,87",B,3,,6,NA
17161,171616,Sant Feliu de Pallerols,Pirineus,Girona,442438.511215454,4665202.13050169,56.00,7.00,1437.00,35577.00,13488.00,15.31,21.80,460.81,485.81,369.52,390.68,315.83,306.00,50.59,0.93,8.00,"33,81",M,11,515,12,2.33
17162,171621,Sant Ferriol,Pirineus,Girona,430824.996856133,4682622.40204067,55.00,5.50,236.00,30887.00,9203.00,14.83,16.70,,,,,,,NA,9.8,10.00,"42,29",M,20,,27,NA
8216,82166,Sant Jaume de Frontanyà,Pirineus,Barcelona,407597.968137491,4676815.64486101,4.00,4.00,30.00,,,3.33,.,,,,,,,NA,2.44,1.00,"21,3",B,2,,3,NA
17165,171655,Sant Jaume de Llierca,Pirineus,Girona,454052.025574775,4676815.64486101,50.00,6.25,871.00,32869.00,12807.00,14.70,24.40,451.36,424.91,422.25,397.80,,375.00,20.36,1.85,8.00,"6,9",M,3,,3,NA
17167,171674,Sant Joan de les Abadesses,Pirineus,Girona,384370.939418849,4694235.91639999,175.00,5.65,3224.00,32769.00,14031.00,8.47,27.90,385.50,350.24,339.70,322.31,313.73,283.55,35.95,1.29,31.00,"53,68",M,29,1446,32,2.21
17185,171851,Sant Joan les Fonts,Pirineus,Girona,425018.239676472,4682622.40204067,73.00,06.08,3044.00,35684.00,13921.00,13.01,23.70,470.19,412.24,420.89,370.92,355.75,343.57,36.85,0.83,12.00,"31,97",M,12,1242,19,1.53
8903,89030,Sant Julià de Cerdanyola,Pirineus,Barcelona,401791.21095783,4676815.64486101,0.00,,229.00,32629.00,15646.00,0.00,24.20,,,,,,,NA,0,0.00,"11,79",B,1,,3,NA
25193,251930,Sant Llorenç de Morunys,Pirineus,Lleida,355337.153520546,4682622.40204067,97.00,6.47,960.00,29249.00,13156.00,9.27,26.90,359.48,273.68,326.67,257.80,273.00,275.48,30.49,1.27,15.00,"4,34",B,18,414,23,5.56
17177,171772,Sant Pau de Segúries,Pirineus,Girona,419211.482496812,4688429.15922033,78.00,5.57,688.00,29487.00,12482.00,6.69,26.00,553.99,400.05,488.85,384.50,325.00,268.13,106.61,2.42,14.00,"8,74",B,12,,18,NA
8255,82554,Santa Maria de Merlès,Pirineus,Barcelona,407597.968137491,4653588.61614237,0.00,,184.00,43936.00,12764.00,2.17,15.30,,,,,,,NA,0,0.00,"52,08",B,5,,16,NA
17184,171848,Santa Pau,Pirineus,Girona,372757.425059528,4694235.91639999,138.00,4.76,1614.00,35820.00,14159.00,7.43,22.10,530.00,623.75,483.38,520.83,510.42,505.00,4.95,3.53,29.00,"48,57",M,48,589,59,10.02
25201,252017,Sarroca de Bellera,Pirineus,Lleida,314689.853262922,4705849.43075931,55.00,6.11,116.00,32870.00,15613.00,06.03,35.00,,,,,,,NA,3.17,9.00,"87,51",B,18,,60,NA
25202,252022,Senterada,Pirineus,Lleida,320496.610442583,4694235.91639999,28.00,5.60,139.00,26693.00,14250.00,20.86,14.50,,282.86,274.17,,,292.86,-3.41,2.34,5.00,"34,45",B,10,,12,NA
17192,171925,Setcases,Pirineus,Girona,355337.153520546,4723269.7022983,150.00,5.56,170.00,32761.00,14802.00,12.35,26.20,,,,,,,NA,6.4,27.00,"49,12",B,28,,32,NA
25203,252038,"Seu d'Urgell, La",Pirineus,Lleida,361143.910700207,4694235.91639999,160.00,4.85,12206.00,25635.00,10183.00,23.22,18.50,412.84,394.45,384.32,368.95,361.87,362.16,13.99,0.47,33.00,"15,51",B,36,5262,47,0.89
25207,252075,Solsona,Pirineus,Lleida,332110.124801904,4688429.15922033,59.00,4.92,9137.00,27604.00,10904.00,18.01,18.50,357.00,332.43,310.04,323.64,273.86,279.85,27.57,0.24,12.00,"17,7",M,11,3680,19,0.52
25208,252081,Soriguera,Pirineus,Lleida,332110.124801904,4700042.67357965,94.00,6.27,420.00,21038.00,11373.00,3.81,15.70,310.67,367.38,,,,389.83,-20.31,6.2,15.00,"106,39",B,13,,20,NA
25209,252094,Sort,Pirineus,Lleida,326303.367622243,4705849.43075931,292.00,6.21,2154.00,26180.00,12086.00,15.00,18.20,380.93,357.99,340.88,320.35,315.51,302.40,25.97,2.47,47.00,"105,05",B,45,949,72,7.59
25215,252154,Talarn,Pirineus,Lleida,320496.610442583,4676815.64486101,30.00,4.29,595.00,29241.00,12555.00,7.39,22.20,289.17,,,,,,NA,3,7.00,"27,95",B,17,,38,NA
25221,252213,Tírvia,Pirineus,Lleida,326303.367622243,4717462.94511864,0.00,,134.00,24020.00,10717.00,4.48,24.60,,,,,,,NA,0,0.00,"8,5",B,6,,7,NA
25227,252271,"Torre de Cabdella, La",Pirineus,Lleida,320496.610442583,4705849.43075931,151.00,6.29,759.00,31926.00,17780.00,06.06,29.40,,,322.50,,,90.91,254.75,3.4,24.00,"165,27",B,23,,53,NA
17200,172001,Tortellà,Pirineus,Girona,430824.996856133,4688429.15922033,51.00,5.10,818.00,31278.00,12401.00,11.86,21.50,507.00,492.81,426.50,462.69,432.14,352.27,43.92,2.35,10.00,11,M,14,,19,NA
17201,172018,Toses,Pirineus,Girona,413404.725317151,4688429.15922033,57.00,6.33,168.00,38725.00,14730.00,4.76,20.60,,,,,,,NA,4.33,9.00,"57,87",B,7,,14,NA
25234,252347,Tremp,Pirineus,Lleida,314689.853262922,4682622.40204067,411.00,6.32,5911.00,27434.00,11674.00,20.84,22.60,335.30,333.41,315.50,301.89,303.26,264.71,26.67,1.4,65.00,"302,81",B,59,2489,143,5.75
17206,172060,Urús,Pirineus,Girona,401791.21095783,4688429.15922033,35.00,7.00,196.00,47698.00,19025.00,13.27,21.20,710.00,,,599.17,,,NA,1.6,5.00,"17,42",B,5,,6,NA
17207,172076,"Vall d'en Bas, La",Pirineus,Girona,448245.268395114,4665202.13050169,245.00,7.90,3093.00,38534.00,14246.00,4.91,20.20,535.16,477.36,483.41,504.88,452.57,452.07,18.38,2.13,31.00,"90,57",M,29,1042,41,3.93
17208,172082,"Vall de Bianya, La",Pirineus,Girona,343723.639161225,4711656.18793898,72.00,6.55,1275.00,39279.00,14079.00,7.45,17.90,542.50,551.88,477.19,475.00,450.42,508.93,6.60,1.6,11.00,"93,62",M,26,505,40,7.92
25043,250432,"Vall de Boí, La",Pirineus,Lleida,320496.610442583,4711656.18793898,753.00,4.95,1019.00,25993.00,13668.00,10.30,17.30,,,423.33,,384.21,,NA,7.53,152.00,"219,49",B,88,488,119,24.39
25901,259010,Vall de Cardós,Pirineus,Lleida,349530.396340885,4717462.94511864,53.00,4.82,350.00,27914.00,13880.00,12.86,21.60,,,,,,,NA,2,11.00,"56,2",B,10,,13,NA
8293,82938,Vallcebre,Pirineus,Barcelona,395984.45377817,4676815.64486101,39.00,7.80,249.00,35169.00,15999.00,2.41,31.50,,,396.67,,,,NA,2.44,5.00,"27,99",B,3,,10,NA
17170,171707,Vallfogona de Ripollès,Pirineus,Girona,384370.939418849,4688429.15922033,19.00,6.33,196.00,31392.00,13518.00,5.61,30.20,,,,,,,NA,1.46,3.00,"38,96",M,9,,11,NA
25906,259062,"Valls d'Aguilar, Les",Pirineus,Lleida,337916.881981564,4694235.91639999,106.00,10.60,245.00,21009.00,10341.00,14.69,28.90,,,,,,,NA,3.27,10.00,"123,81",B,10,,17,NA
25239,252398,"Valls de Valira, Les",Pirineus,Lleida,355337.153520546,4705849.43075931,59.00,5.90,784.00,22958.00,9339.00,20.28,21.90,,517.86,503.64,450.91,453.57,,NA,1.68,10.00,"171,26",B,8,,15,NA
25909,259097,"Vansa i Fórnols, La",Pirineus,Lleida,366950.667879867,4682622.40204067,10.00,3.33,149.00,26006.00,11865.00,7.38,29.80,,,,,,,NA,02.07,3.00,"106,08",B,2,,3,NA
8299,82994,Vilada,Pirineus,Barcelona,349530.396340885,4694235.91639999,24.00,6.00,419.00,30324.00,12742.00,2.15,31.50,373.33,,328.57,272.78,,,NA,1.37,4.00,"22,34",B,4,,6,NA
25245,252458,Vilaller,Pirineus,Lleida,314689.853262922,4711656.18793898,62.00,4.77,549.00,27278.00,13194.00,13.11,24.10,368.44,,331.11,,,,NA,2.24,13.00,"59,23",B,13,,14,NA
17224,172240,Vilallonga de Ter,Pirineus,Girona,320496.610442583,4723269.7022983,68.00,5.23,398.00,28498.00,12713.00,15.08,26.00,,,,,,,NA,1.75,13.00,"64,1",B,10,,12,NA
8308,83089,Viver i Serrateix,Pirineus,Barcelona,395984.45377817,4647781.85896271,4.00,4.00,172.00,47074.00,14151.00,1.16,28.70,,,,,,,NA,0.81,1.00,"66,8",B,3,,11,NA
43004,430043,Alcanar,Terres de l'Ebre,Tarragona,285656.06736462,4490999.41511188,1.368.00,6.42,9434.00,24074.00,9348.00,20.35,21.10,367.84,375.15,351.80,348.85,301.51,303.78,21.09,2.89,213.00,"47,07",B,204,4084,346,8.47
43904,439044,"Aldea, L'",Terres de l'Ebre,Tarragona,291462.82454428,4508419.68665086,92.00,7.67,4147.00,23759.00,9353.00,19.44,21.40,308.80,300.34,297.78,279.53,281.79,250.83,23.11,0.63,12.00,"35,21",B,22,1631,40,2.45
43006,430069,Aldover,Terres de l'Ebre,Tarragona,285656.06736462,4525839.95818984,32.00,4.57,905.00,27745.00,10463.00,13.92,30.90,,268.33,302.00,,,,NA,1.32,7.00,"20,2",B,3,,4,NA
43008,430081,Alfara de Carles,Terres de l'Ebre,Tarragona,274042.553005299,4520033.20101018,58.00,7.25,376.00,23673.00,10211.00,09.04,29.70,,,,,,,NA,3.42,8.00,"63,87",B,11,,13,NA
43013,430136,"Ametlla de Mar, L'",Terres de l'Ebre,Tarragona,285656.06736462,4514226.44383052,6.541.00,7.24,6866.00,24637.00,10198.00,24.24,23.50,380.09,384.31,356.76,366.58,397.29,357.98,6.18,11.32,903.00,"66,88",B,601,2979,1597,53.61
43906,439060,"Ampolla, L'",Terres de l'Ebre,Tarragona,303076.338903601,4520033.20101018,237.00,6.60,3277.00,25493.00,11555.00,26.73,25.90,432.21,450.49,395.89,379.20,359.69,345.32,25.16,9.89,359.00,"35,67",B,304,1422,659,46.34
43014,430141,Amposta,Terres de l'Ebre,Tarragona,297269.581723941,4502612.9294712,701.00,5.27,21115.00,25631.00,9965.00,19.05,18.40,338.01,317.99,312.28,292.59,304.01,272.59,24.00,1.22,133.00,"138,33",B,89,8170,124,1.52
43018,430189,Arnes,Terres de l'Ebre,Tarragona,274042.553005299,4525839.95818984,72.00,6.55,444.00,23516.00,9722.00,5.18,37.60,,,,,,,NA,2.34,11.00,"42,97",B,10,,14,NA
43019,430192,Ascó,Terres de l'Ebre,Tarragona,291462.82454428,4560680.5012678,0.00,,1644.00,37885.00,15041.00,10.89,21.60,322.86,346.67,284.38,,,229.55,40.65,0,0.00,"73,63",B,2,613,2,0.33
43022,430228,Batea,Terres de l'Ebre,Tarragona,268235.795825638,4554873.74408814,24.00,8.00,1901.00,24935.00,9164.00,10.63,29.00,265.00,290.71,,,,300.00,-11.67,0.26,3.00,"128,41",B,0,765,0,0.00
43025,430252,Benifallet,Terres de l'Ebre,Tarragona,291462.82454428,4537453.47254916,74.00,5.69,723.00,26858.00,10489.00,11.76,33.40,,288.33,,,,,NA,2.64,13.00,"62,42",B,10,,21,NA
43026,430265,Benissanet,Terres de l'Ebre,Tarragona,279849.310184959,4543260.22972882,43.00,6.14,1140.00,26202.00,10134.00,22.63,24.70,,290.00,315.71,,,,NA,1.22,7.00,"23,06",B,7,463,11,2.38
43032,430326,Bot,Terres de l'Ebre,Tarragona,274042.553005299,4543260.22972882,31.00,6.20,554.00,25137.00,10247.00,8.12,36.30,,,,,,,NA,01.06,5.00,"34,94",B,1,,2,NA
43903,439039,Camarles,Terres de l'Ebre,Tarragona,297269.581723941,4514226.44383052,238.00,6.61,3194.00,24206.00,9042.00,14.09,23.30,342.61,330.20,257.06,368.08,269.33,,NA,2.1,36.00,"25,16",B,37,1245,54,4.34
43041,430419,Caseres,Terres de l'Ebre,Tarragona,268235.795825638,4549066.98690848,8.00,8.00,237.00,21005.00,8873.00,05.06,36.60,,,,,,,NA,0.48,1.00,"42,9",B,0,,3,NA
43048,430483,Corbera d'Ebre,Terres de l'Ebre,Tarragona,274042.553005299,4549066.98690848,18.00,4.50,1003.00,27579.00,9959.00,13.36,27.90,,,231.11,,,,NA,0.69,4.00,"53,09",B,3,414,3,0.72
43901,439018,Deltebre,Terres de l'Ebre,Tarragona,303076.338903601,4508419.68665086,2.883.00,06.06,11578.00,25537.00,9284.00,10.83,21.70,342.15,325.40,292.28,285.28,270.14,263.03,30.08,7.61,476.00,"106,75",B,332,4270,749,17.54
43056,430568,"Fatarella, La",Terres de l'Ebre,Tarragona,285656.06736462,4560680.5012678,6.00,6.00,926.00,28295.00,11472.00,4.97,34.50,,,,,,,NA,0.16,1.00,"56,52",B,0,438,0,0.00
43060,430607,Flix,Terres de l'Ebre,Tarragona,279849.310184959,4566487.25844746,4.00,4.00,3410.00,34019.00,14717.00,12.55,27.10,311.05,311.58,291.41,333.46,287.53,320.38,-2.91,0.04,1.00,"117,02",B,12,1611,13,0.81
43062,430629,Freginals,Terres de l'Ebre,Tarragona,285656.06736462,4502612.9294712,0.00,,385.00,25574.00,10430.00,23.38,28.20,,,,,,,NA,0,0.00,"17,59",B,0,,0,NA
43063,430635,"Galera, La",Terres de l'Ebre,Tarragona,274042.553005299,4502612.9294712,42.00,6.00,736.00,22831.00,9158.00,16.03,27.90,250.00,,,,,,NA,1.55,7.00,"27,47",B,9,,12,NA
43064,430640,Gandesa,Terres de l'Ebre,Tarragona,279849.310184959,4549066.98690848,16.00,16.00,3096.00,28675.00,10609.00,20.99,21.60,263.93,300.24,268.05,297.73,255.00,219.99,19.97,0.07,1.00,"71,15",B,4,1153,7,0.61
43065,430653,Garcia,Terres de l'Ebre,Tarragona,291462.82454428,4554873.74408814,4.00,4.00,527.00,26960.00,11207.00,17.08,28.70,,,,,,,NA,0.23,1.00,"52,37",B,6,,6,NA
43067,430672,Ginestar,Terres de l'Ebre,Tarragona,285656.06736462,4537453.47254916,30.00,10.00,764.00,25391.00,10192.00,21.60,29.60,,269.17,,,,,NA,0.61,3.00,"15,84",B,11,,11,NA
43068,430688,Godall,Terres de l'Ebre,Tarragona,279849.310184959,4502612.9294712,38.00,7.60,598.00,23424.00,9680.00,9.20,33.70,,,,,,,NA,0.92,5.00,"33,62",B,2,,6,NA
43071,430712,Horta de Sant Joan,Terres de l'Ebre,Tarragona,274042.553005299,4531646.7153695,260.00,7.43,1146.00,24512.00,9966.00,11.17,29.80,,384.64,410.50,,,,NA,2.92,35.00,"118,99",B,23,444,39,8.78
43077,430770,Mas de Barberans,Terres de l'Ebre,Tarragona,274042.553005299,4508419.68665086,4.00,4.00,564.00,23385.00,9703.00,11.35,32.10,,,,,,,NA,0.23,1.00,"78,8",B,11,,12,NA
43078,430786,Masdenverge,Terres de l'Ebre,Tarragona,285656.06736462,4508419.68665086,25.00,6.25,1071.00,26574.00,10751.00,10.27,24.60,401.43,262.50,,,262.50,,NA,0.76,4.00,"14,61",B,9,427,12,2.81
43084,430846,Miravet,Terres de l'Ebre,Tarragona,291462.82454428,4543260.22972882,37.00,5.29,706.00,25295.00,10206.00,14.73,26.80,,,,,216.67,,NA,1.42,7.00,"32,33",B,14,,24,NA
43093,430939,Móra d'Ebre,Terres de l'Ebre,Tarragona,285656.06736462,4549066.98690848,66.00,5.50,5695.00,31544.00,11862.00,20.16,18.30,328.58,338.10,322.16,301.94,309.30,307.65,6.80,0.37,12.00,"45,12",B,7,2051,11,0.54
43094,430944,Móra la Nova,Terres de l'Ebre,Tarragona,297269.581723941,4549066.98690848,14.00,7.00,3108.00,29771.00,10915.00,18.50,20.10,341.18,318.74,272.71,267.10,312.17,276.96,23.19,0.13,2.00,"15,93",B,1,1276,2,0.16
43099,430995,"Palma d'Ebre, La",Terres de l'Ebre,Tarragona,291462.82454428,4572294.01562712,0.00,,338.00,22965.00,10378.00,12.43,38.00,,,,,,,NA,0,0.00,"37,92",B,0,,0,NA
43102,431021,Paüls,Terres de l'Ebre,Tarragona,279849.310184959,4531646.7153695,67.00,8.38,545.00,27133.00,10346.00,5.14,34.00,,,,,,,NA,3.1,8.00,"43,82",B,13,,24,NA
43104,431042,"Perelló, El",Terres de l'Ebre,Tarragona,291462.82454428,4520033.20101018,546.00,6.28,2826.00,22697.00,9090.00,25.05,26.00,345.24,269.00,291.36,323.93,277.50,268.13,28.76,05.03,87.00,"100,68",B,66,1271,152,11.96
43106,431068,"Pinell de Brai, El",Terres de l'Ebre,Tarragona,274042.553005299,4537453.47254916,14.00,7.00,1008.00,26783.00,10265.00,10.42,30.00,,,,,,,NA,0.34,2.00,"56,99",B,2,400,2,0.50
43110,431107,"Pobla de Massaluca, La",Terres de l'Ebre,Tarragona,274042.553005299,4560680.5012678,0.00,,317.00,23370.00,9844.00,13.56,36.50,,,,,,,NA,0,0.00,"43,4",B,0,,0,NA
43117,431172,Prat de Comte,Terres de l'Ebre,Tarragona,279849.310184959,4537453.47254916,21.00,10.50,177.00,29068.00,11989.00,10.73,31.50,,,,,,,NA,1.1,2.00,"26,44",B,1,,2,NA
43121,431212,Rasquera,Terres de l'Ebre,Tarragona,297269.581723941,4537453.47254916,47.00,3.92,783.00,24212.00,9414.00,14.81,32.30,,,,,,,NA,02.06,12.00,"51,31",B,20,,38,NA
43125,431251,Riba-roja d'Ebre,Terres de l'Ebre,Tarragona,285656.06736462,4572294.01562712,4.00,4.00,1110.00,30745.00,12898.00,11.62,29.00,339.62,316.67,324.17,341.43,,,NA,0.12,1.00,"99,14",B,7,499,9,1.80
43133,431331,Roquetes,Terres de l'Ebre,Tarragona,274042.553005299,4514226.44383052,49.00,6.13,8079.00,28282.00,10348.00,16.36,17.80,378.17,383.19,372.04,355.39,350.15,298.68,26.61,0.22,8.00,"136,92",B,11,3050,14,0.46
43136,431362,Sant Carles de la Ràpita,Terres de l'Ebre,Tarragona,291462.82454428,4496806.17229154,1.238.00,5.36,14953.00,25276.00,10078.00,18.02,20.90,354.65,349.15,325.91,290.42,293.47,261.42,35.66,2.27,231.00,"52,84",B,132,5857,218,3.72
43902,439023,Sant Jaume d'Enveja,Terres de l'Ebre,Tarragona,303076.338903601,4502612.9294712,427.00,06.01,3527.00,24064.00,9158.00,9.27,24.40,324.02,343.82,291.82,293.22,263.31,297.94,8.75,3.73,71.00,"60,3",B,59,1292,79,6.11
43138,431384,Santa Bàrbara,Terres de l'Ebre,Tarragona,279849.310184959,4508419.68665086,53.00,3.53,3715.00,23855.00,9564.00,15.69,21.40,315.46,301.79,284.65,272.45,268.83,257.56,22.48,0.72,15.00,"28,15",B,12,1592,12,0.75
43044,430445,"Sénia, La",Terres de l'Ebre,Tarragona,268235.795825638,4514226.44383052,21.00,10.50,5640.00,23961.00,9195.00,16.56,20.20,249.64,279.15,252.15,256.63,235.64,239.05,4.43,0.06,2.00,"108,41",B,3,2368,4,0.17
43149,431495,Tivenys,Terres de l'Ebre,Tarragona,279849.310184959,4520033.20101018,20.00,4.00,902.00,27522.00,10705.00,16.08,31.00,304.44,296.25,314.50,,247.14,297.50,2.33,0.83,5.00,"53,54",B,5,,8,NA
43150,431508,Tivissa,Terres de l'Ebre,Tarragona,291462.82454428,4531646.7153695,89.00,08.09,1619.00,27568.00,11072.00,13.03,27.30,287.00,268.50,,245.67,,,NA,0.99,11.00,"209,43",B,18,684,25,3.65
43152,431520,"Torre de l'Espanyol, La",Terres de l'Ebre,Tarragona,279849.310184959,4560680.5012678,2.00,2.00,601.00,26339.00,10340.00,20.47,26.10,,,,,,,NA,0.26,1.00,"27,9",B,2,,2,NA
43155,431554,Tortosa,Terres de l'Ebre,Tarragona,279849.310184959,4514226.44383052,364.00,5.13,33439.00,29848.00,11024.00,20.90,19.80,373.93,376.08,346.42,337.72,327.78,314.33,18.96,0.42,71.00,"218,51",B,73,12984,105,0.81
43156,431567,Ulldecona,Terres de l'Ebre,Tarragona,285656.06736462,4496806.17229154,50.00,5.00,6525.00,23808.00,9077.00,25.44,20.20,288.56,293.24,251.83,246.88,241.64,274.78,05.01,0.25,10.00,"126,88",B,8,,15,NA
43175,431750,Vilalba dels Arcs,Terres de l'Ebre,Tarragona,274042.553005299,4554873.74408814,6.00,2.00,621.00,25419.00,9914.00,3.54,31.90,,,,,,,NA,0.89,3.00,"67,25",B,4,,4,NA
43177,431779,Vinebre,Terres de l'Ebre,Tarragona,291462.82454428,4566487.25844746,0.00,,425.00,30087.00,12601.00,19.76,23.30,,,,244.29,,,NA,0,0.00,"26,44",B,0,,0,NA
43052,430521,Xerta,Terres de l'Ebre,Tarragona,279849.310184959,4525839.95818984,48.00,8.00,1154.00,27408.00,10877.00,9.88,27.70,285.71,332.78,335.00,344.29,,,NA,0.84,6.00,"32,39",B,3,460,5,01.09
25002,250024,Àger,Terres de Lleida,Lleida,308883.096083262,4659395.37332203,121.00,7.12,580.00,26226.00,11666.00,12.41,28.50,,,,,,,NA,2.38,17.00,"160,57",B,12,,19,NA
25003,250030,Agramunt,Terres de Lleida,Lleida,320496.610442583,4653588.61614237,86.00,10.75,5411.00,29859.00,11475.00,18.57,19.80,335.60,341.20,328.07,305.25,312.17,318.06,5.51,0.28,8.00,"79,65",B,4,2040,10,0.49
25038,250387,Aitona,Terres de Lleida,Lleida,285656.06736462,4595521.04434576,24.00,8.00,2567.00,26896.00,9057.00,31.28,20.20,334.00,,324.29,352.08,325.91,356.02,-6.19,0.28,3.00,"66,9",B,1,832,1,0.12
25004,250045,"Alamús, Els",Terres de Lleida,Lleida,308883.096083262,4607134.55870509,0.00,,811.00,28922.00,11642.00,17.76,21.30,,469.58,,373.33,352.16,333.50,40.80,0,0.00,"20,53",B,0,,0,NA
25006,250061,"Albagés, L'",Terres de Lleida,Lleida,308883.096083262,4589714.2871661,11.00,5.50,361.00,24089.00,9429.00,2.49,30.40,,,,,,,NA,0.83,2.00,"26,12",M,1,,1,NA
25007,250077,Albatàrrec,Terres de Lleida,Lleida,297269.581723941,4607134.55870509,0.00,,2236.00,31333.00,10695.00,22.94,12.70,385.24,353.25,362.86,344.21,308.64,331.56,16.19,0,0.00,"10,41",B,3,816,3,0.37
25008,250083,Albesa,Terres de Lleida,Lleida,303076.338903601,4630361.58742373,4.00,4.00,1561.00,30451.00,11205.00,17.49,23.10,408.27,365.83,,327.50,,,NA,0.09,1.00,"37,61",B,2,639,2,0.31
25009,250096,Albi. L',Terres de Lleida,Lleida,320496.610442583,4589714.2871661,9.00,9.00,744.00,26591.00,10896.00,6.59,29.40,,,,,,,NA,0.2,1.00,"32,71",M,0,,1,NA
25010,250100,Alcanó,Terres de Lleida,Lleida,291462.82454428,4589714.2871661,0.00,,238.00,25248.00,9989.00,2.10,29.20,,,,,,,NA,0,0.00,"21,07",B,0,,0,NA
25011,250117,Alcarràs,Terres de Lleida,Lleida,285656.06736462,4612941.31588475,0.00,,9707.00,27031.00,10194.00,29.74,12.00,388.04,393.38,372.41,350.75,340.11,333.85,16.23,0,0.00,"114,29",B,0,3318,0,0.00
25012,250122,Alcoletge,Terres de Lleida,Lleida,303076.338903601,4612941.31588475,9.00,9.00,3435.00,30761.00,11260.00,15.20,12.70,443.24,387.72,376.43,375.43,340.37,342.27,29.50,0.06,1.00,"16,7",B,1,1224,1,0.08
25013,250138,Alfarràs,Terres de Lleida,Lleida,297269.581723941,4636168.34460339,0.00,,2765.00,25454.00,9737.00,11.25,23.40,342.31,344.71,328.13,258.59,282.40,288.55,18.63,0,0.00,"11,4",B,0,1205,0,0.00
25014,250143,Alfés,Terres de Lleida,Lleida,297269.581723941,4595521.04434576,6.00,3.00,297.00,27277.00,11299.00,05.05,26.60,,,,,,,NA,01.02,2.00,"31,93",B,1,,1,NA
25015,250156,Algerri,Terres de Lleida,Lleida,303076.338903601,4636168.34460339,5.00,5.00,404.00,28456.00,12185.00,8.17,37.40,,,,,,,NA,0.35,1.00,"54,32",B,0,,0,NA
25016,250169,Alguaire,Terres de Lleida,Lleida,297269.581723941,4624554.83024407,21.00,7.00,3029.00,30093.00,11454.00,17.93,21.30,365.77,331.21,309.44,305.82,319.36,314.28,16.38,0.21,3.00,"50,11",B,1,1106,1,0.09
25019,250194,Almacelles,Terres de Lleida,Lleida,285656.06736462,4624554.83024407,34.00,34.00,6826.00,28444.00,11132.00,20.85,18.90,346.84,345.24,326.85,317.25,303.76,303.06,14.45,0.03,1.00,"49,03",B,0,2432,0,0.00
25020,250208,Almatret,Terres de Lleida,Lleida,279849.310184959,4578100.77280678,0.00,,305.00,26066.00,12651.00,9.18,36.60,,,,,,,NA,0,0.00,"56,83",B,3,,3,NA
25021,250215,Almenar,Terres de Lleida,Lleida,291462.82454428,4630361.58742373,10.00,5.00,3357.00,28742.00,10707.00,13.32,23.00,373.95,346.50,347.60,310.00,335.63,368.50,1.48,0.11,2.00,"66,59",B,0,1284,0,0.00
25022,250220,Alòs de Balaguer,Terres de Lleida,Lleida,326303.367622243,4647781.85896271,40.00,10.00,132.00,27892.00,13731.00,13.64,38.30,,,,,,,NA,2.48,4.00,"69,08",B,7,,15,NA
25023,250236,Alpicat,Terres de Lleida,Lleida,285656.06736462,4618748.07306441,49.00,7.00,6266.00,41621.00,14364.00,7.90,13.10,535.56,526.14,514.97,499.83,468.62,430.19,24.49,0.27,7.00,"15,33",B,1,2129,2,0.09
25027,250273,Anglesola,Terres de Lleida,Lleida,332110.124801904,4624554.83024407,0.00,,1365.00,29010.00,11268.00,12.31,25.00,401.88,370.51,378.26,289.59,330.56,260.00,54.57,0,0.00,"23,53",B,1,538,1,0.19
25029,250292,Arbeca,Terres de Lleida,Lleida,326303.367622243,4601327.80152543,27.00,5.40,2126.00,27068.00,10548.00,13.92,27.10,372.69,293.13,266.25,260.00,,288.12,29.35,0.37,5.00,"58,22",M,5,956,8,0.84
25033,250334,Artesa de Lleida,Terres de Lleida,Lleida,303076.338903601,4601327.80152543,9.00,9.00,1535.00,32836.00,11511.00,13.75,19.90,421.67,,,,,,NA,0.16,1.00,"24,08",B,0,547,0,0.00
25034,250349,Artesa de Segre,Terres de Lleida,Lleida,337916.881981564,4647781.85896271,59.00,8.43,3400.00,27464.00,10813.00,22.76,21.60,312.24,313.52,319.42,283.85,273.10,274.53,13.74,0.27,7.00,"175,9",B,6,1418,10,0.71
25036,250365,Aspa,Terres de Lleida,Lleida,303076.338903601,4595521.04434576,0.00,,220.00,26030.00,12285.00,8.18,33.50,,,,,,,NA,0,0.00,"10,16",B,0,,0,NA
25037,250371,"Avellanes i Santa Linya, Les",Terres de Lleida,Lleida,308883.096083262,4653588.61614237,88.00,5.87,433.00,29233.00,12240.00,7.85,33.70,,,,,,,NA,3.84,15.00,"102,96",B,13,,23,NA
25040,250404,Balaguer,Terres de Lleida,Lleida,314689.853262922,4630361.58742373,113.00,6.28,17472.00,29459.00,10788.00,24.90,17.20,360.25,335.24,331.65,320.47,291.12,289.38,24.49,0.22,18.00,"57,32",B,21,6304,24,0.38
